perl-error 0.17030-3
perl-mailtools 2.22-3
perl-timedate 2.35-1
phonon-qt6 4.12.0-6
phonon-qt6-vlc 0.12.0-6
pinentry 1.3.2-2.1
pipewire 1:1.6.2-1.1
pipewire-alsa 1:1.6.2-1.1
pipewire-audio 1:1.6.2-1.1
pipewire-jack 1:1.6.2-1.1
pipewire-pulse 1:1.6.2-1.1
pixman 0.46.4-1.1
pkgconf 2.5.1-1.1
plasma-activities 6.6.3-1.1
plasma-activities-stats 6.6.3-1.1
plasma-browser-integration 6.6.3-1.1
plasma-desktop 6.6.3-1.1
plasma-disks 6.6.3-1.1
plasma-firewall 6.6.3-1.1
plasma-integration 6.6.3-1.1
plasma-keyboard 6.6.3-1.1
plasma-login-manager 6.6.3-1.1
plasma-meta 6.6-1
plasma-nm 6.6.3-1.1
plasma-pa 6.6.3-1.1
plasma-systemmonitor 6.6.3-1.1
plasma-thunderbolt 6.6.3-1.1
plasma-vault 6.6.3-1.1
plasma-welcome 6.6.3-1.1
plasma-workspace 6.6.3-1.1
plasma-workspace-wallpapers 6.6.3-1
plasma5support 6.6.3-1.1
plasma6-applets-supergfxctl 2.1.1-2
podman 5.8.1-1.1
polkit 127-3.1
polkit-kde-agent 6.6.3-1.1
polkit-qt6 0.200.0-2
poppler 26.03.0-1.1
poppler-data 0.4.12-2
poppler-qt6 26.03.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-4.1
power-profiles-daemon 0.30-3
powerdevil 6.6.3-1.1
ppp 2.5.2-1.1
print-manager 1:6.6.3-1.1
prison 6.24.0-2.1
procps-ng 4.0.6-1.1
protobuf 33.1-4.1
protobuf-c 1.5.2-8.1
proton-cachyos-slr 1:10.0.20260320-2
protontricks 1.13.1-3
psmisc 23.7-1.1
pulseaudio-qt 1.8.1-1.1
purpose 6.24.0-2.1
python 3.14.3-2
python-beautifulsoup4 4.14.3-2
python-cairo 1.29.0-2.1
python-cbor2 5.8.0-2.1
python-certifi 2026.02.25-1
python-charset-normalizer 3.4.6-1.1
python-click 8.3.2-1
python-contourpy 1.3.3-3.2
python-crcmod 1.7-9.1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-distro 1.9.0-4
python-evdev 1.9.3-1.1
python-fonttools 4.62.1-1.1
python-gobject 3.54.5-2
python-hid 1.0.6-5
python-idna 3.11-2
python-kiwisolver 1.4.9-1.1
python-lxml 6.0.2-2.1
python-matplotlib 3.10.8-5
python-moddb 0.14.0-2
python-numpy 2.4.3-1.1
python-packaging 26.0-1
python-pillow 12.1.1-1
python-progressbar 4.5.0-3
python-protobuf 33.1-4.1
python-psutil 7.2.2-1.1
python-pygdbmi 0.11.0.0-6
python-pyparsing 3.3.2-1
python-pyzstd 0.19.1-3.1
python-requests 2.32.5-4
python-sentry_sdk 2.55.0-1
python-six 1.17.0-3
python-soupsieve 2.8.3-1
python-typing_extensions 4.15.0-3
python-urllib3 2.6.3-1
python-utils 3.9.1-3
python-vdf 4.0-5
python-xlib 0.33-6
python-xxhash 3.6.0-2.1
python-yaml 6.0.3-2.1
qca-qt6 2.3.10-5
qcoro 0.13.0-1
qemu-audio-alsa 10.2.2-1
qemu-audio-dbus 10.2.2-1
qemu-audio-jack 10.2.2-1
qemu-audio-oss 10.2.2-1
qemu-audio-pa 10.2.2-1
qemu-audio-pipewire 10.2.2-1
qemu-audio-sdl 10.2.2-1
qemu-audio-spice 10.2.2-1
qemu-base 10.2.2-1
qemu-block-curl 10.2.2-1
qemu-block-dmg 10.2.2-1
qemu-block-nfs 10.2.2-1
qemu-block-ssh 10.2.2-1
qemu-chardev-spice 10.2.2-1
qemu-common 10.2.2-1
qemu-desktop 10.2.2-1
qemu-hw-display-qxl 10.2.2-1
qemu-hw-display-virtio-gpu 10.2.2-1
qemu-hw-display-virtio-gpu-gl 10.2.2-1
qemu-hw-display-virtio-gpu-pci 10.2.2-1
qemu-hw-display-virtio-gpu-pci-gl 10.2.2-1
qemu-hw-display-virtio-gpu-pci-rutabaga 10.2.2-1
qemu-hw-display-virtio-gpu-rutabaga 10.2.2-1
qemu-hw-display-virtio-vga 10.2.2-1
qemu-hw-display-virtio-vga-gl 10.2.2-1
qemu-hw-display-virtio-vga-rutabaga 10.2.2-1
qemu-hw-uefi-vars 10.2.2-1
qemu-hw-usb-host 10.2.2-1
qemu-hw-usb-redirect 10.2.2-1
qemu-hw-usb-smartcard 10.2.2-1
qemu-img 10.2.2-1
qemu-system-x86 10.2.2-1
qemu-system-x86-firmware 10.2.2-1
qemu-ui-curses 10.2.2-1
qemu-ui-dbus 10.2.2-1
qemu-ui-egl-headless 10.2.2-1
qemu-ui-gtk 10.2.2-1
qemu-ui-opengl 10.2.2-1
qemu-ui-sdl 10.2.2-1
qemu-ui-spice-app 10.2.2-1
qemu-ui-spice-core 10.2.2-1
qemu-vhost-user-gpu 10.2.2-1
qhull 2020.2-5.1
qpdf 12.3.2-2.1
qqc2-breeze-style 6.6.3-1.1
qqc2-desktop-style 6.24.0-2.1
qrencode 4.1.1-4.10
qt6-5compat 6.10.2-1.1
qt6-base 6.10.2-1.1
qt6-declarative 6.10.2-1.1
qt6-imageformats 6.10.2-1.1
qt6-location 6.10.2-1.1
qt6-multimedia 6.10.2-1.1
qt6-multimedia-ffmpeg 6.10.2-1.1
qt6-positioning 6.10.2-1.1
qt6-quick3d 6.10.2-1.1
qt6-quicktimeline 6.10.2-1.1
qt6-shadertools 6.10.2-1.1
qt6-speech 6.10.2-1.1
qt6-svg 6.10.2-1.1
qt6-tools 6.10.2-3.1
qt6-translations 6.10.2-1
qt6-virtualkeyboard 6.10.2-1.1
qt6-webchannel 6.10.2-1.1
qt6-webengine 6.10.2-2
qt6-websockets 6.10.2-1.1
qt6-webview 6.10.2-1.1
qt6pas 6.2.10-3.1
qtkeychain-qt6 0.15.0-4
raft 0.22.1-1.2
rav1e 0.8.1-2.1
rdma-core 62.0-1.1
re2 2:2025.11.05-1.1
readline 8.3.003-1.1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1.1
rsync 3.4.1-2.1
rtkit 0.14-1.1
rubberband 4.0.0-1.1
rutabaga-ffi 0.1.75-1.1
samba 2:4.24.0-1.1
sbc 2.2-1.1
sbctl 0.18-1.1
sdl2-compat 2.32.64-1.1
sdl2_image 2.8.8-1.1
sdl3 3.4.2-1.1
sdl3_ttf 3.2.2-3.2
seabios 1.17.0-2
seatd 0.9.3-1.1
sed 4.9-3.2
serd 0.32.8-1.1
shaderc 2026.1-2.1
shadow 4.18.0-1.1
shared-mime-info 2.4-3.1
signon-kwallet-extension 25.12.3-1.1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3.1
signond 8.61-3.1
skopeo 1.22.0-1.1
slang 2.3.3-4.1
smartmontools 7.5-1.1
smbclient 2:4.24.0-1.1
snappy 1.2.2-3.1
sndio 1.10.0-1.4
socat 1.8.1.1-1.1
sof-firmware 2025.12.2-1
solid 6.24.0-2.1
sonnet 6.24.0-2.1
sord 0.16.22-1.1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-16.2
spandsp 0.0.6-7
spectacle 1:6.6.3-1.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spice 0.16.0-2.1
spice-protocol 0.14.5-1
spirv-tools 1:1.4.341.0-2.1
sqlite 3.52.0-2
squashfs-tools 4.7.5-1.1
sratom 0.6.22-1.1
srt 1.5.4-1.1
steam 1.0.0.85-5
steam-devices 1.0.0.85-5
sudo 1.9.17.p2-2.1
sunshine 2025.924.154138-3
supergfxctl 5.2.7-2
svt-av1 4.0.1-2
syndication 6.24.0-2.1
syntax-highlighting 6.24.0-2.2
systemd 260.1-1
systemd-libs 260.1-1
systemd-sysvcompat 260.1-1
systemsettings 6.6.3-1.1
taglib 2.2.1-1.1
talloc 2.4.4-1.1
tar 1.35-2.1
tdb 1.4.15-1.1
tevent 1:0.17.1-2.1
texinfo 7.2-1.1
threadweaver 6.24.0-2.1
tinysparql 3.10.1-2
tmux 3.6_a-1.1
toolbox 0.3-1.1
tpm2-tss 4.1.3-1.1
tslib 1.24-1.1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-hack 3.003-7
ttf-liberation 2.1.5-2
twolame 0.4.0-4.1
tzdata 2026a-1.1
udisks2 2.11.1-2.1
umu-launcher 1.3.0-9
unzip 6.0-23.1
upower 1.91.1-1.1
usbredir 0.15.0-1.1
usbutils 019-1.1
util-linux 2.41.3-2.1
util-linux-libs 2.41.3-2.1
v4l-utils 1.32.0-2.1
vapoursynth 73-2.1
vde2 2.3.3-8.1
verdict 1.4.4-1.1
vid.stab 1.1.1-2.1
vim 9.2.0204-2.2
vim-runtime 9.2.0204-2.2
virglrenderer 1.2.0-1.1
virtiofsd 1.13.3-1.1
vlc-plugin-a52dec 3.0.22-1.1
vlc-plugin-alsa 3.0.22-1.1
vlc-plugin-archive 3.0.22-1.1
vlc-plugin-dav1d 3.0.22-1.1
vlc-plugin-dbus 3.0.22-1.1
vlc-plugin-dbus-screensaver 3.0.22-1.1
vlc-plugin-faad2 3.0.22-1.1
vlc-plugin-flac 3.0.22-1.1
vlc-plugin-gnutls 3.0.22-1.1
vlc-plugin-inflate 3.0.22-1.1
vlc-plugin-journal 3.0.22-1.1
vlc-plugin-jpeg 3.0.22-1.1
vlc-plugin-mpg123 3.0.22-1.1
vlc-plugin-ogg 3.0.22-1.1
vlc-plugin-opus 3.0.22-1.1
vlc-plugin-png 3.0.22-1.1
vlc-plugin-shout 3.0.22-1.1
vlc-plugin-speex 3.0.22-1.1
vlc-plugin-tag 3.0.22-1.1
vlc-plugin-theora 3.0.22-1.1
vlc-plugin-twolame 3.0.22-1.1
vlc-plugin-vorbis 3.0.22-1.1
vlc-plugin-vpx 3.0.22-1.1
vlc-plugin-xml 3.0.22-1.1
vlc-plugins-base 3.0.22-1.1
vmaf 3.0.0-2.1
volume_key 0.3.12-12.1
vpl-gpu-rt 25.4.6-1.1
vte-common 0.82.3-1.1
vte3 0.82.3-1.1
vulkan-icd-loader 1.4.341.0-1.1
vulkan-intel 2:26.0.3-2
vulkan-mesa-implicit-layers 2:26.0.3-2
vulkan-radeon 2:26.0.3-2
vulkan-tools 1.4.341.0-2.1
wayland 1.24.0-1.1
wayland-utils 1.3.0-1.1
webkit2gtk-4.1 2.50.6-1
webkitgtk-6.0 2.50.6-1.1
webrtc-audio-processing-1 1.3-5.1
wget 1.25.0-3.1
which 2.23-1.1
wine 11.5-1.1
wine-cachyos-opt 2:10.0.20260312-2
winetricks 20260125-1.1
wireguard-tools 1.0.20260223-1.1
wireplumber 0.5.13-2.2
woff2 1.0.2-6.1
wolfssl 5.9.0-1
wpa_supplicant 2:2.11-5.1
wqy-zenhei 0.9.45-10
x264 3:0.165.r3222.b35605a-2.1
x265 4.1-1.1
xcb-imdkit 1.0.9-1.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.20.3-2.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-desktop-portal-kde 6.6.3-1.1
xdg-user-dirs 0.19-2.1
xdg-utils 1.2.1-2
xfsprogs 6.18.0-1.1
xkeyboard-config 2.47-1
xone-dongle-firmware 2.0.0-1
xorg-fonts-encodings 1.1.0-1
xorg-server-common 21.1.21-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xkbcomp 1.5.0-1.1
xorg-xmessage 1.0.7-1.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xwayland 24.1.9-1.1
xorgproto 2025.1-1
xsettingsd 1.0.2-3.1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.2-2
yajl 2.1.0-6.1
yoga 3.2.1-1.1
zenity 4.2.2-1.1
zeromq 4.3.5-3.1
zimg 3.0.6-1.1
zint 2.16.0-1.1
zip 3.0-11.1
zix 0.8.0-1.1
zlib-ng 2.3.3-2
zlib-ng-compat 2.3.3-2
zstd 1.5.7-2
zxing-cpp 3.0.2-1.1
